Date_and_Time;In_Motorcycle;In_Car;In_BusTruck;In_Total;In_PCE;In_Velocity;In_VCRatio;Out_Motorcycle;Out_Car;Out_BusTruck;Out_Total;Out_PCE;Out_Velocity;Out_VCRatio;Total_Motorcycle;Total_Car;Total_BusTruck;Total_Total;Total_PCE;Total_Velocity;Total_VCRatio
2023-01-07 21:00;2.019;968;131;3.118;1.643;18,2;0,23 ;3.281;430;24;3.735;1.281;15,8;0,18 ;5.300;1.398;155;6.853;2.925;17,0;0,21 
2023-01-07 22:00;1.764;1.008;231;3.003;1.749;11,6;0,25 ;2.829;325;23;3.177;1.062;16,7;0,15 ;4.593;1.333;254;6.180;2.811;14,2;0,20 
2023-01-07 23:00;1.761;777;177;2.715;1.447;15,8;0,20 ;2.761;336;13;3.110;1.043;18,0;0,15 ;4.522;1.113;190;5.825;2.491;16,9;0,18 
2023-01-08 00:00;2.331;529;35;2.895;1.157;28,3;0,16 ;2.475;215;11;2.701;848;22,0;0,12 ;4.806;744;46;5.596;2.005;25,1;0,14 
2023-01-08 01:00;1.947;349;16;2.312;857;31,6;0,12 ;1.992;189;5;2.186;694;21,9;0,10 ;3.939;538;21;4.498;1.550;26,7;0,11 
2023-01-08 02:00;1.431;285;32;1.748;684;32,8;0,10 ;1.287;150;7;1.444;481;22,5;0,07 ;2.718;435;39;3.192;1.165;27,6;0,08 
2023-01-08 03:00;916;267;41;1.224;549;33,3;0,08 ;1.053;174;4;1.231;442;22,1;0,06 ;1.969;441;45;2.455;992;27,7;0,07 
2023-01-08 04:00;397;201;39;637;351;35,3;0,05 ;667;114;7;788;290;21,5;0,04 ;1.064;315;46;1.425;641;28,3;0,05 
2023-01-08 05:00;357;138;18;513;251;33,3;0,04 ;862;139;7;1.008;364;16,4;0,05 ;1.219;277;25;1.521;614;24,7;0,04 
2023-01-08 06:00;;;;;;;;;;;;;;;;;;;;;
2023-01-08 07:00;;;;;;;;;;;;;;;;;;;;;
2023-01-08 08:00;;;;;;;;;;;;;;;;;;;;;
2023-01-08 09:00;;;;;;;;;;;;;;;;;;;;;
2023-01-08 10:00;955;484;39;1.478;773;29,2;0,11 ;1.817;326;47;2.190;841;16,8;0,12 ;2.772;810;86;3.668;1.615;23,0;0,11 
2023-01-08 11:00;975;630;29;1.634;911;30,4;0,13 ;1.925;403;53;2.381;953;17,6;0,13 ;2.900;1.033;82;4.015;1.865;24,0;0,13 
2023-01-08 12:00;890;574;21;1.485;824;30,1;0,12 ;1.954;424;40;2.418;965;17,6;0,14 ;2.844;998;61;3.903;1.788;23,8;0,13 
2023-01-08 13:00;926;578;25;1.529;842;29,6;0,12 ;2.023;479;42;2.544;1.039;18,0;0,15 ;2.949;1.057;67;4.073;1.881;23,7;0,13 
2023-01-08 14:00;1.117;665;13;1.795;961;29,0;0,14 ;2.006;430;38;2.474;981;17,4;0,14 ;3.123;1.095;51;4.269;1.942;23,2;0,14 
2023-01-08 15:00;1.280;726;26;2.032;1.080;27,6;0,15 ;2.083;452;46;2.581;1.033;16,7;0,15 ;3.363;1.178;72;4.613;2.112;22,2;0,15 
2023-01-08 16:00;1.334;931;31;2.296;1.305;26,3;0,18 ;2.479;479;54;3.012;1.169;16,3;0,16 ;3.813;1.410;85;5.308;2.474;21,3;0,17 
2023-01-08 17:00;1.496;851;17;2.364;1.247;26,0;0,18 ;2.246;409;34;2.689;1.015;17,1;0,14 ;3.742;1.260;51;5.053;2.262;21,6;0,16 
2023-01-08 18:00;1.384;822;15;2.221;1.188;25,1;0,17 ;2.260;404;39;2.703;1.020;15,4;0,14 ;3.644;1.226;54;4.924;2.207;20,2;0,16 
2023-01-08 19:00;1.878;839;26;2.743;1.342;21,2;0,19 ;2.310;399;45;2.754;1.035;15,7;0,15 ;4.188;1.238;71;5.497;2.377;18,4;0,17 
2023-01-08 20:00;1.644;857;25;2.526;1.301;23,2;0,18 ;2.211;415;40;2.666;1.020;15,4;0,14 ;3.855;1.272;65;5.192;2.320;19,3;0,16 
2023-01-08 21:00;1.777;883;30;2.690;1.366;22,0;0,19 ;2.136;308;31;2.475;882;16,8;0,12 ;3.913;1.191;61;5.165;2.249;19,4;0,16 
2023-01-08 22:00;1.626;703;10;2.339;1.123;26,4;0,16 ;1.630;291;12;1.933;714;18,2;0,10 ;3.256;994;22;4.272;1.837;22,3;0,13 
2023-01-08 23:00;1.014;376;18;1.408;653;28,9;0,09 ;1.195;155;6;1.356;462;19,5;0,06 ;2.209;531;24;2.764;1.114;24,2;0,08 
2023-01-09 00:00;611;249;18;878;425;34,3;0,06 ;779;150;6;935;353;21,7;0,05 ;1.390;399;24;1.813;778;27,9;0,05 
2023-01-09 01:00;461;197;27;685;347;34,9;0,05 ;530;77;4;611;215;22,1;0,03 ;991;274;31;1.296;562;28,5;0,04 
2023-01-09 02:00;297;142;14;453;234;35,3;0,03 ;301;72;3;376;151;22,5;0,02 ;598;214;17;829;386;28,8;0,03 
2023-01-09 03:00;168;137;13;318;196;37,5;0,03 ;263;127;5;395;199;22,5;0,03 ;431;264;18;713;395;29,6;0,03 
2023-01-09 04:00;209;143;25;377;228;38,0;0,03 ;271;99;3;373;171;23,6;0,02 ;480;242;28;750;398;30,9;0,03 
2023-01-09 05:00;711;296;47;1.054;535;35,2;0,08 ;746;131;31;908;358;23,9;0,05 ;1.457;427;78;1.962;893;29,5;0,06 
2023-01-09 06:00;1.780;618;66;2.464;1.149;30,2;0,16 ;1.758;242;45;2.045;740;22,2;0,10 ;3.538;860;111;4.509;1.889;26,2;0,13 
2023-01-09 07:00;2.703;772;104;3.579;1.583;26,2;0,22 ;3.238;360;47;3.645;1.231;20,5;0,17 ;5.941;1.132;151;7.224;2.814;23,4;0,20 
2023-01-09 08:00;2.491;657;52;3.200;1.347;27,5;0,19 ;4.121;488;50;4.659;1.583;18,8;0,22 ;6.612;1.145;102;7.859;2.931;23,0;0,21 
2023-01-09 09:00;2.126;795;76;2.997;1.425;25,7;0,20 ;3.018;415;50;3.483;1.235;18,9;0,17 ;5.144;1.210;126;6.480;2.660;22,2;0,19 
2023-01-09 10:00;1.716;670;46;2.432;1.159;26,0;0,16 ;2.793;494;38;3.325;1.242;17,8;0,17 ;4.509;1.164;84;5.757;2.400;21,8;0,17 
2023-01-09 11:00;1.620;810;30;2.460;1.254;24,7;0,18 ;2.877;470;25;3.372;1.222;18,4;0,17 ;4.497;1.280;55;5.832;2.476;21,4;0,17 
2023-01-09 12:00;1.442;755;38;2.235;1.165;25,3;0,16 ;2.917;555;30;3.502;1.323;18,1;0,19 ;4.359;1.310;68;5.737;2.488;21,5;0,18 
2023-01-09 13:00;1.690;825;62;2.577;1.328;22,3;0,19 ;2.957;569;42;3.568;1.363;16,8;0,19 ;4.647;1.394;104;6.145;2.691;19,5;0,19 
2023-01-09 14:00;1.678;850;68;2.596;1.358;21,6;0,19 ;2.881;477;34;3.392;1.241;17,3;0,17 ;4.559;1.327;102;5.988;2.599;19,5;0,18 
2023-01-09 15:00;1.619;748;46;2.413;1.213;25,1;0,17 ;3.071;483;41;3.595;1.304;18,2;0,18 ;4.690;1.231;87;6.008;2.517;21,5;0,18 
2023-01-09 16:00;1.874;683;63;2.620;1.233;23,1;0,17 ;3.675;473;60;4.208;1.470;16,1;0,21 ;5.549;1.156;123;6.828;2.703;19,5;0,19 
2023-01-09 17:00;1.253;359;20;1.632;698;25,1;0,10 ;2.465;271;30;2.766;926;15,0;0,13 ;3.718;630;50;4.398;1.625;19,9;0,11 
2023-01-09 18:00;1.883;681;52;2.616;1.219;21,3;0,17 ;2.767;282;31;3.080;1.014;16,4;0,14 ;4.650;963;83;5.696;2.233;18,8;0,16 
2023-01-09 19:00;1.440;580;27;2.047;975;24,7;0,14 ;2.197;267;23;2.487;846;16,8;0,12 ;3.637;847;50;4.534;1.821;20,7;0,13 
2023-01-09 20:00;945;385;13;1.343;638;27,8;0,09 ;1.461;253;23;1.737;648;16,9;0,09 ;2.406;638;36;3.080;1.286;22,3;0,09 
2023-01-09 21:00;1.459;729;15;2.203;1.113;25,8;0,16 ;2.220;396;26;2.642;985;16,1;0,14 ;3.679;1.125;41;4.845;2.098;20,9;0,15 
2023-01-09 22:00;1.335;467;27;1.829;836;26,9;0,12 ;1.588;324;5;1.917;728;16,6;0,10 ;2.923;791;32;3.746;1.563;21,7;0,11 
2023-01-09 23:00;872;298;25;1.195;549;30,6;0,08 ;991;211;5;1.207;465;19,4;0,07 ;1.863;509;30;2.402;1.014;24,9;0,07 
2023-01-10 00:00;593;283;7;883;440;33,1;0,06 ;777;137;5;919;338;21,1;0,05 ;1.370;420;12;1.802;778;27,1;0,05 
2023-01-10 01:00;391;146;7;544;253;35,6;0,04 ;511;126;5;642;260;21,5;0,04 ;902;272;12;1.186;513;27,7;0,04 
2023-01-10 02:00;322;128;16;466;229;34,7;0,03 ;352;92;3;447;184;22,6;0,03 ;674;220;19;913;413;28,6;0,03 
2023-01-10 03:00;48;18;0;66;30;27,6;0,00 ;291;118;7;416;200;22,0;0,03 ;339;136;7;482;230;22,7;0,02 
2023-01-10 04:00;1.540;450;94;2.084;957;32,6;0,13 ;265;89;2;356;158;24,5;0,02 ;1.805;539;96;2.440;1.115;28,1;0,08 
2023-01-10 05:00;1.408;462;39;1.909;865;34,4;0,12 ;644;112;21;777;300;23,9;0,04 ;2.052;574;60;2.686;1.165;28,5;0,08 
2023-01-10 06:00;1.671;509;98;2.278;1.054;27,8;0,15 ;1.712;242;49;2.003;734;21,6;0,10 ;3.383;751;147;4.281;1.788;24,7;0,13 
2023-01-10 07:00;2.752;767;86;3.605;1.567;26,3;0,22 ;3.035;354;42;3.431;1.167;19,7;0,16 ;5.787;1.121;128;7.036;2.734;23,0;0,19 
2023-01-10 08:00;2.920;770;75;3.765;1.598;26,9;0,22 ;3.838;418;46;4.302;1.437;19,6;0,20 ;6.758;1.188;121;8.067;3.035;23,2;0,21 
2023-01-10 09:00;2.139;785;75;2.999;1.417;19,9;0,20 ;2.767;426;41;3.234;1.171;18,6;0,16 ;4.906;1.211;116;6.233;2.588;19,2;0,18 
2023-01-10 10:00;1.767;808;55;2.630;1.321;20,5;0,19 ;3.019;496;39;3.554;1.301;18,2;0,18 ;4.786;1.304;94;6.184;2.623;19,3;0,18 
2023-01-10 11:00;1.681;840;42;2.563;1.315;24,5;0,19 ;2.988;502;29;3.519;1.287;17,4;0,18 ;4.669;1.342;71;6.082;2.602;20,9;0,18 
2023-01-10 12:00;1.359;715;31;2.105;1.095;26,4;0,15 ;2.879;527;37;3.443;1.295;17,5;0,18 ;4.238;1.242;68;5.548;2.390;21,8;0,17 
2023-01-10 13:00;1.588;836;36;2.460;1.280;21,0;0,18 ;3.021;541;45;3.607;1.355;17,0;0,19 ;4.609;1.377;81;6.067;2.635;18,9;0,19 
2023-01-10 14:00;1.549;713;69;2.331;1.190;18,4;0,17 ;2.879;550;37;3.466;1.318;17,7;0,19 ;4.428;1.263;106;5.797;2.508;18,0;0,18 
2023-01-10 15:00;1.669;770;58;2.497;1.263;23,0;0,18 ;3.260;544;44;3.848;1.416;16,5;0,20 ;4.929;1.314;102;6.345;2.679;19,6;0,19 
2023-01-10 16:00;1.286;487;46;1.819;868;24,6;0,12 ;2.655;339;45;3.039;1.061;17,4;0,15 ;3.941;826;91;4.858;1.930;20,8;0,14 
2023-01-10 17:00;1.874;575;55;2.504;1.115;23,7;0,16 ;3.436;413;37;3.886;1.320;15,2;0,19 ;5.310;988;92;6.390;2.435;19,3;0,17 
2023-01-10 18:00;2.038;823;43;2.904;1.388;23,4;0,20 ;3.553;393;42;3.988;1.336;15,7;0,19 ;5.591;1.216;85;6.892;2.724;19,5;0,19 
2023-01-10 19:00;1.992;766;23;2.781;1.294;26,9;0,18 ;2.960;321;41;3.322;1.114;15,9;0,16 ;4.952;1.087;64;6.103;2.408;21,4;0,17 
2023-01-10 20:00;1.584;708;21;2.313;1.131;26,4;0,16 ;2.327;353;38;2.718;984;16,8;0,14 ;3.911;1.061;59;5.031;2.115;21,6;0,15 
2023-01-10 21:00;1.649;798;29;2.476;1.248;24,5;0,18 ;2.155;408;23;2.586;977;17,4;0,14 ;3.804;1.206;52;5.062;2.225;20,9;0,16 
2023-01-10 22:00;1.558;631;36;2.225;1.067;28,6;0,15 ;1.779;357;11;2.147;816;17,8;0,11 ;3.337;988;47;4.372;1.883;23,3;0,13 
2023-01-10 23:00;949;373;28;1.350;647;29,5;0,09 ;1.216;204;8;1.428;518;19,9;0,07 ;2.165;577;36;2.778;1.165;24,7;0,08 
2023-01-11 00:00;726;240;38;1.004;471;32,3;0,07 ;875;177;9;1.061;407;21,3;0,06 ;1.601;417;47;2.065;878;26,8;0,06 
2023-01-11 01:00;483;212;17;712;355;33,0;0,05 ;584;93;5;682;246;21,9;0,03 ;1.067;305;22;1.394;600;27,4;0,04 
2023-01-11 02:00;341;169;12;522;270;37,1;0,04 ;428;74;5;507;188;21,0;0,03 ;769;243;17;1.029;457;29,0;0,03 
2023-01-11 03:00;240;114;13;367;191;34,5;0,03 ;308;161;6;475;246;22,9;0,03 ;548;275;19;842;437;28,6;0,03 
2023-01-11 04:00;170;124;16;310;187;35,9;0,03 ;270;108;7;385;185;24,6;0,03 ;440;232;23;695;372;30,0;0,03 
2023-01-11 05:00;638;277;47;962;498;37,0;0,07 ;760;127;25;912;350;22,9;0,05 ;1.398;404;72;1.874;847;29,9;0,06 
2023-01-11 06:00;1.881;619;85;2.585;1.200;28,7;0,17 ;1.696;238;53;1.987;731;23,9;0,10 ;3.577;857;138;4.572;1.931;26,3;0,14 
2023-01-11 07:00;2.783;740;97;3.620;1.562;28,5;0,22 ;3.141;397;48;3.586;1.245;20,2;0,18 ;5.924;1.137;145;7.206;2.807;24,4;0,20 
2023-01-11 08:00;3.026;710;69;3.805;1.556;27,7;0,22 ;3.949;429;49;4.427;1.480;18,7;0,21 ;6.975;1.139;118;8.232;3.036;23,2;0,21 
2023-01-11 09:00;2.106;828;57;2.991;1.429;23,6;0,20 ;3.428;526;45;3.999;1.442;18,4;0,20 ;5.534;1.354;102;6.990;2.870;21,0;0,20 
2023-01-11 10:00;1.648;787;36;2.471;1.246;26,2;0,18 ;2.292;352;34;2.678;969;16,9;0,14 ;3.940;1.139;70;5.149;2.215;22,1;0,16 
2023-01-11 11:00;1.577;755;44;2.376;1.206;26,1;0,17 ;426;47;6;479;161;17,1;0,02 ;2.003;802;50;2.855;1.368;24,9;0,10 
2023-01-11 12:00;1.604;748;40;2.392;1.201;25,6;0,17 ;58;23;0;81;38;15,5;0,01 ;1.662;771;40;2.473;1.239;25,2;0,09 
2023-01-11 13:00;1.378;772;69;2.219;1.206;17,0;0,17 ;243;47;2;292;110;15,3;0,02 ;1.621;819;71;2.511;1.317;16,8;0,09 
2023-01-11 14:00;1.259;913;98;2.270;1.355;13,6;0,19 ;748;164;21;933;378;13,2;0,05 ;2.007;1.077;119;3.203;1.733;13,6;0,12 
2023-01-11 15:00;1.721;853;75;2.649;1.381;25,1;0,19 ;878;116;6;1.000;343;15,6;0,05 ;2.599;969;81;3.649;1.724;22,8;0,12 
2023-01-11 16:00;1.924;815;95;2.834;1.420;24,1;0,20 ;828;103;5;936;317;15,0;0,04 ;2.752;918;100;3.770;1.736;21,5;0,12 
2023-01-11 17:00;2.426;725;42;3.193;1.386;23,9;0,20 ;1.103;90;2;1.195;368;17,4;0,05 ;3.529;815;44;4.388;1.754;22,1;0,12 
2023-01-11 18:00;1.875;686;40;2.601;1.207;22,5;0,17 ;2.110;254;26;2.390;815;15,5;0,11 ;3.985;940;66;4.991;2.022;19,3;0,14 
2023-01-11 19:00;1.213;489;10;1.712;805;27,3;0,11 ;1.805;215;26;2.046;700;17,4;0,10 ;3.018;704;36;3.758;1.505;22,3;0,11 
2023-01-11 20:00;523;236;6;765;375;26,2;0,05 ;794;107;17;918;328;16,6;0,05 ;1.317;343;23;1.683;702;21,2;0,05 
2023-01-11 21:00;1.775;798;22;2.595;1.270;26,0;0,18 ;2.213;382;21;2.616;963;17,3;0,14 ;3.988;1.180;43;5.211;2.233;21,7;0,16 
2023-01-11 22:00;1.646;644;17;2.307;1.078;28,1;0,15 ;1.946;313;16;2.275;820;17,5;0,12 ;3.592;957;33;4.582;1.898;22,8;0,13 
2023-01-11 23:00;1.084;366;19;1.469;662;30,3;0,09 ;1.285;240;6;1.531;569;19,4;0,08 ;2.369;606;25;3.000;1.231;24,9;0,09 
2023-01-12 00:00;806;295;20;1.121;523;33,0;0,07 ;855;155;6;1.016;377;21,2;0,05 ;1.661;450;26;2.137;899;27,1;0,06 
2023-01-12 01:00;647;220;30;897;421;33,5;0,06 ;674;129;5;808;304;21,4;0,04 ;1.321;349;35;1.705;725;27,5;0,05 
2023-01-12 02:00;376;160;23;559;284;35,6;0,04 ;430;105;4;539;218;22,7;0,03 ;806;265;27;1.098;502;29,1;0,04 
2023-01-12 03:00;216;141;18;375;218;34,9;0,03 ;265;113;5;383;186;23,4;0,03 ;481;254;23;758;404;29,1;0,03 
2023-01-12 04:00;218;123;29;370;215;36,9;0,03 ;260;122;2;384;190;23,1;0,03 ;478;245;31;754;405;29,8;0,03 
2023-01-12 05:00;645;278;26;949;473;37,5;0,07 ;725;122;38;885;353;23,8;0,05 ;1.370;400;64;1.834;826;30,6;0,06 
2023-01-12 06:00;1.644;624;95;2.363;1.159;29,5;0,16 ;1.662;265;48;1.975;743;22,7;0,10 ;3.306;889;143;4.338;1.901;26,1;0,13 
2023-01-12 07:00;2.702;731;87;3.520;1.520;29,5;0,21 ;3.152;382;54;3.588;1.240;20,1;0,17 ;5.854;1.113;141;7.108;2.760;24,8;0,19 
2023-01-12 08:00;2.757;739;54;3.550;1.498;31,0;0,21 ;3.958;435;42;4.435;1.479;19,8;0,21 ;6.715;1.174;96;7.985;2.978;25,3;0,21 
2023-01-12 09:00;2.211;788;55;3.054;1.412;26,8;0,20 ;3.088;435;43;3.566;1.263;17,7;0,18 ;5.299;1.223;98;6.620;2.675;22,2;0,19 
2023-01-12 10:00;1.795;800;45;2.640;1.307;26,4;0,18 ;2.834;477;29;3.340;1.223;18,2;0,17 ;4.629;1.277;74;5.980;2.530;22,3;0,18 
2023-01-12 11:00;953;378;28;1.359;653;23,9;0,09 ;1.684;296;17;1.997;739;18,5;0,10 ;2.637;674;45;3.356;1.392;21,1;0,10 
2023-01-12 12:00;1.528;768;16;2.312;1.171;26,0;0,16 ;2.807;533;38;3.378;1.284;17,0;0,18 ;4.335;1.301;54;5.690;2.455;21,4;0,17 
2023-01-12 13:00;1.369;736;45;2.150;1.137;25,5;0,16 ;2.874;507;31;3.412;1.266;16,4;0,18 ;4.243;1.243;76;5.562;2.403;20,7;0,17 
2023-01-12 14:00;1.289;638;48;1.975;1.023;21,3;0,14 ;2.108;404;31;2.543;971;18,0;0,14 ;3.397;1.042;79;4.518;1.994;19,6;0,14 
2023-01-12 15:00;1.888;845;51;2.784;1.383;24,9;0,19 ;2.913;469;37;3.419;1.245;17,9;0,18 ;4.801;1.314;88;6.203;2.629;21,3;0,19 
2023-01-12 16:00;2.156;772;73;3.001;1.406;23,2;0,20 ;3.563;506;53;4.122;1.466;16,0;0,21 ;5.719;1.278;126;7.123;2.872;19,6;0,20 
2023-01-12 17:00;2.311;724;68;3.103;1.390;24,3;0,20 ;4.157;420;42;4.619;1.514;15,7;0,21 ;6.468;1.144;110;7.722;2.904;19,9;0,20 
2023-01-12 18:00;2.309;686;52;3.047;1.331;25,8;0,19 ;3.489;406;45;3.940;1.337;14,0;0,19 ;5.798;1.092;97;6.987;2.668;19,9;0,19 
2023-01-12 19:00;1.915;719;39;2.673;1.248;24,3;0,18 ;3.107;357;31;3.495;1.174;15,6;0,17 ;5.022;1.076;70;6.168;2.423;19,9;0,17 
2023-01-12 20:00;1.651;680;46;2.377;1.153;26,0;0,16 ;2.313;357;31;2.701;976;16,1;0,14 ;3.964;1.037;77;5.078;2.128;21,1;0,15 
2023-01-12 21:00;1.850;820;20;2.690;1.309;24,1;0,18 ;2.209;396;30;2.635;987;17,1;0,14 ;4.059;1.216;50;5.325;2.296;20,6;0,16 
2023-01-12 22:00;1.615;692;16;2.323;1.117;27,1;0,16 ;1.884;355;12;2.251;842;16,7;0,12 ;3.499;1.047;28;4.574;1.958;21,9;0,14 
2023-01-12 23:00;1.120;375;23;1.518;685;30,0;0,10 ;1.245;241;7;1.493;561;19,3;0,08 ;2.365;616;30;3.011;1.246;24,6;0,09 
2023-01-13 00:00;814;282;21;1.117;513;33,3;0,07 ;1.072;157;3;1.232;429;20,3;0,06 ;1.886;439;24;2.349;942;26,8;0,07 
2023-01-13 01:00;527;263;21;811;422;34,1;0,06 ;724;125;7;856;315;20,4;0,04 ;1.251;388;28;1.667;737;27,2;0,05 
2023-01-13 02:00;380;211;20;611;332;33,4;0,05 ;462;100;2;564;218;23,4;0,03 ;842;311;22;1.175;550;28,4;0,04 
2023-01-13 03:00;243;118;9;370;190;33,2;0,03 ;287;169;4;460;246;23,3;0,03 ;530;287;13;830;436;27,8;0,03 
2023-01-13 04:00;187;96;20;303;169;37,1;0,02 ;276;106;6;388;183;24,4;0,03 ;463;202;26;691;352;30,5;0,02 
2023-01-13 05:00;677;307;40;1.024;528;36,3;0,07 ;757;140;31;928;370;23,2;0,05 ;1.434;447;71;1.952;898;29,7;0,06 
2023-01-13 06:00;1.698;629;83;2.410;1.161;29,1;0,16 ;1.854;261;44;2.159;782;22,6;0,11 ;3.552;890;127;4.569;1.943;25,8;0,14 
2023-01-13 07:00;3.141;763;112;4.016;1.694;28,7;0,24 ;3.385;353;40;3.778;1.251;20,0;0,18 ;6.526;1.116;152;7.794;2.945;24,3;0,21 
2023-01-13 08:00;4.123;1.039;111;5.273;2.214;29,3;0,31 ;3.798;453;35;4.286;1.448;19,2;0,20 ;7.921;1.492;146;9.559;3.662;24,1;0,26 
2023-01-13 09:00;1.402;425;41;1.868;829;23,2;0,12 ;3.024;422;53;3.499;1.247;19,1;0,18 ;4.426;847;94;5.367;2.076;20,6;0,15 
2023-01-13 10:00;;;;;;;;2.915;496;42;3.453;1.279;18,0;0,18 ;2.915;496;42;3.453;1.279;18,0;0,18 
2023-01-13 11:00;;;;;;;;2.908;462;28;3.398;1.225;18,3;0,17 ;2.908;462;28;3.398;1.225;18,3;0,17 
2023-01-13 12:00;;;;;;;;2.488;519;35;3.042;1.187;19,0;0,17 ;2.488;519;35;3.042;1.187;19,0;0,17 
2023-01-13 13:00;353;116;1;470;206;23,6;0,03 ;3.052;633;37;3.722;1.444;16,9;0,20 ;3.405;749;38;4.192;1.650;18,0;0,12 
2023-01-13 14:00;1.690;653;70;2.413;1.167;21,0;0,16 ;3.108;557;32;3.697;1.376;18,0;0,19 ;4.798;1.210;102;6.110;2.542;19,4;0,18 
2023-01-13 15:00;2.898;1.134;161;4.193;2.068;22,4;0,29 ;3.121;455;37;3.613;1.283;17,3;0,18 ;6.019;1.589;198;7.806;3.351;19,7;0,24 
2023-01-13 16:00;5.021;1.905;201;7.127;3.422;25,4;0,48 ;3.424;477;59;3.960;1.410;16,8;0,20 ;8.445;2.382;260;11.087;4.831;21,0;0,34 
2023-01-13 17:00;4.616;1.215;153;5.984;2.568;29,0;0,36 ;4.052;441;45;4.538;1.513;14,9;0,21 ;8.668;1.656;198;10.522;4.080;21,0;0,29 
2023-01-13 18:00;7.098;1.460;171;8.729;3.457;24,7;0,49 ;3.408;386;35;3.829;1.284;14,1;0,18 ;10.506;1.846;206;12.558;4.740;19,3;0,33 
2023-01-13 19:00;8.289;835;58;9.182;2.983;23,2;0,42 ;1.906;362;46;2.314;898;8,2;0,13 ;10.195;1.197;104;11.496;3.881;16,2;0,27 
2023-01-13 20:00;7.921;694;27;8.642;2.709;21,1;0,38 ;2.194;322;22;2.538;899;11,0;0,13 ;10.115;1.016;49;11.180;3.608;16,2;0,25 
2023-01-13 21:00;7.727;729;47;8.503;2.722;17,3;0,38 ;2.796;360;26;3.182;1.093;15,4;0,15 ;10.523;1.089;73;11.685;3.815;16,3;0,27 
2023-01-13 22:00;7.132;750;54;7.936;2.603;15,2;0,37 ;2.248;310;14;2.572;890;16,7;0,13 ;9.380;1.060;68;10.508;3.493;15,9;0,25 
2023-01-13 23:00;3.682;636;33;4.351;1.599;22,7;0,23 ;1.466;303;5;1.774;676;18,2;0,10 ;5.148;939;38;6.125;2.275;20,0;0,16 
2023-01-14 00:00;4.790;839;63;5.692;2.118;23,9;0,30 ;1.418;204;7;1.629;568;20,8;0,08 ;6.208;1.043;70;7.321;2.686;22,3;0,19 
2023-01-14 01:00;5.467;535;53;6.055;1.971;21,4;0,28 ;1.186;186;4;1.376;488;21,0;0,07 ;6.653;721;57;7.431;2.458;21,2;0,17 
2023-01-14 02:00;4.646;494;61;5.201;1.735;19,8;0,24 ;845;118;6;969;337;22,6;0,05 ;5.491;612;67;6.170;2.072;21,2;0,15 
2023-01-14 03:00;4.540;566;65;5.171;1.786;18,3;0,25 ;449;145;1;595;259;21,7;0,04 ;4.989;711;66;5.766;2.044;20,0;0,14 
2023-01-14 04:00;3.980;699;74;4.753;1.790;19,6;0,25 ;366;142;8;516;244;22,9;0,03 ;4.346;841;82;5.269;2.034;21,2;0,14 
2023-01-14 05:00;3.741;500;35;4.276;1.481;18,7;0,21 ;567;134;19;720;300;22,9;0,04 ;4.308;634;54;4.996;1.781;20,8;0,13 
2023-01-14 06:00;4.505;905;100;5.510;2.161;21,9;0,30 ;1.216;174;29;1.419;516;21,0;0,07 ;5.721;1.079;129;6.929;2.677;21,5;0,19 
2023-01-14 07:00;4.489;1.032;145;5.666;2.343;26,1;0,33 ;1.648;167;34;1.849;623;21,2;0,09 ;6.137;1.199;179;7.515;2.966;23,6;0,21 
2023-01-14 08:00;2.454;862;153;3.469;1.674;28,4;0,24 ;1.558;206;39;1.803;646;20,3;0,09 ;4.012;1.068;192;5.272;2.321;24,4;0,16 
2023-01-14 09:00;1.284;545;67;1.896;953;31,7;0,13 ;1.057;172;30;1.259;475;20,9;0,07 ;2.341;717;97;3.155;1.428;26,3;0,10 
2023-01-14 10:00;1.164;546;24;1.734;868;30,9;0,12 ;966;160;24;1.150;433;21,2;0,06 ;2.130;706;48;2.884;1.301;26,0;0,09 
2023-01-14 11:00;1.124;549;28;1.701;866;30,1;0,12 ;1.007;200;20;1.227;478;20,9;0,07 ;2.131;749;48;2.928;1.344;25,5;0,09 
2023-01-14 12:00;1.085;560;15;1.660;851;29,5;0,12 ;1.469;328;30;1.827;734;20,0;0,10 ;2.554;888;45;3.487;1.585;24,8;0,11 
2023-01-14 13:00;1.200;522;46;1.768;882;30,8;0,12 ;2.253;454;43;2.750;1.073;18,7;0,15 ;3.453;976;89;4.518;1.955;24,8;0,14 
2023-01-14 14:00;1.325;663;39;2.027;1.045;29,5;0,15 ;2.444;434;34;2.912;1.089;18,1;0,15 ;3.769;1.097;73;4.939;2.134;23,8;0,15 
2023-01-14 15:00;1.278;644;38;1.960;1.013;29,9;0,14 ;2.535;471;39;3.045;1.155;17,7;0,16 ;3.813;1.115;77;5.005;2.168;23,8;0,15 
2023-01-14 16:00;1.263;633;34;1.930;993;28,5;0,14 ;2.713;555;39;3.307;1.284;15,8;0,18 ;3.976;1.188;73;5.237;2.277;22,0;0,16 
2023-01-14 17:00;1.272;579;18;1.869;920;29,1;0,13 ;2.685;505;29;3.219;1.214;15,8;0,17 ;3.957;1.084;47;5.088;2.134;22,5;0,15 
2023-01-14 18:00;1.184;552;28;1.764;884;29,0;0,12 ;2.640;454;33;3.127;1.157;15,2;0,16 ;3.824;1.006;61;4.891;2.041;22,1;0,14 
